Date,Open,High,Low,Close,Adj Close,Volume
2018-02-26,1509.199951,1522.839966,1507.000000,1521.949951,1521.949951,4955000
2018-02-27,1524.500000,1526.780029,1507.209961,1511.979980,1511.979980,4808800
2018-02-28,1519.510010,1528.699951,1512.000000,1512.449951,1512.449951,4515000
2018-03-01,1513.599976,1518.489990,1465.000000,1493.449951,1493.449951,6835200
2018-03-02,1469.099976,1501.050049,1455.010010,1500.250000,1500.250000,6587600
2018-03-05,1494.239990,1525.380005,1481.000000,1523.609985,1523.609985,5233900
2018-03-06,1533.199951,1542.130005,1528.000000,1537.640015,1537.640015,4561700
2018-03-07,1526.520020,1545.900024,1522.510010,1545.000000,1545.000000,4174100
2018-03-08,1550.000000,1554.880005,1545.250000,1551.859985,1551.859985,3862600
2018-03-09,1563.500000,1578.939941,1559.079956,1578.890015,1578.890015,4534300
2018-03-12,1592.599976,1605.329956,1586.699951,1598.390015,1598.390015,5174200
2018-03-13,1615.959961,1617.540039,1578.010010,1588.180054,1588.180054,6531900
2018-03-14,1597.000000,1606.439941,1590.890015,1591.000000,1591.000000,4259400
2018-03-15,1595.000000,1596.910034,1578.109985,1582.319946,1582.319946,4069700
2018-03-16,1583.449951,1589.439941,1567.500000,1571.680054,1571.680054,5425000
2018-03-19,1554.530029,1561.660034,1525.349976,1544.930054,1544.930054,6580800
2018-03-20,1550.339966,1587.000000,1545.410034,1586.510010,1586.510010,4581600
2018-03-21,1586.449951,1590.000000,1563.170044,1581.859985,1581.859985,4750800
2018-03-22,1565.469971,1573.849976,1542.400024,1544.920044,1544.920044,6320600
2018-03-23,1539.010010,1549.020020,1495.359985,1495.560059,1495.560059,8006000
2018-03-26,1530.000000,1556.989990,1499.250000,1555.859985,1555.859985,5624700
2018-03-27,1572.400024,1575.969971,1482.319946,1497.050049,1497.050049,6999600
2018-03-28,1447.000000,1455.900024,1386.170044,1431.420044,1431.420044,13705300
2018-03-29,1406.000000,1455.469971,1365.199951,1447.339966,1447.339966,12581100
2018-04-02,1417.619995,1421.359985,1355.000000,1371.989990,1371.989990,10463600
2018-04-03,1391.380005,1414.000000,1355.329956,1392.050049,1392.050049,10231200
2018-04-04,1358.239990,1415.390015,1352.880005,1410.569946,1410.569946,6982300
2018-04-05,1441.989990,1459.560059,1427.069946,1451.750000,1451.750000,6413500
2018-04-06,1429.969971,1452.500000,1400.260010,1405.229980,1405.229980,5882300
2018-04-09,1425.030029,1438.479980,1402.569946,1406.079956,1406.079956,4208200
2018-04-10,1431.989990,1438.380005,1415.699951,1436.219971,1436.219971,4254100
2018-04-11,1439.439941,1448.780029,1424.890015,1427.050049,1427.050049,3582500
2018-04-12,1439.500000,1452.119995,1435.060059,1448.500000,1448.500000,3135000
2018-04-13,1449.140015,1459.780029,1424.520020,1430.790039,1430.790039,3685300
2018-04-16,1445.000000,1447.000000,1427.479980,1441.500000,1441.500000,2808600
2018-04-17,1462.300049,1507.189941,1457.020020,1503.829956,1503.829956,5114400
2018-04-18,1514.650024,1533.800049,1504.109985,1527.839966,1527.839966,5227500
2018-04-19,1543.219971,1568.520020,1539.060059,1556.910034,1556.910034,6523700
2018-04-20,1561.199951,1561.199951,1516.089966,1527.489990,1527.489990,5541600
2018-04-23,1546.689941,1548.000000,1503.410034,1517.859985,1517.859985,4465400
2018-04-24,1535.800049,1539.500000,1448.449951,1460.089966,1460.089966,7494700
2018-04-25,1458.000000,1469.989990,1415.020020,1460.170044,1460.170044,6587300
2018-04-26,1485.010010,1529.420044,1478.500000,1517.959961,1517.959961,8801100
2018-04-27,1634.010010,1638.099976,1567.390015,1572.619995,1572.619995,13053200
2018-04-30,1582.500000,1596.000000,1560.939941,1566.130005,1566.130005,5464100
2018-05-01,1563.219971,1585.000000,1552.180054,1582.260010,1582.260010,4572100
2018-05-02,1580.979980,1588.500000,1566.359985,1569.680054,1569.680054,4360300
2018-05-03,1560.010010,1574.800049,1546.020020,1572.079956,1572.079956,4251900
2018-05-04,1562.449951,1584.900024,1562.189941,1580.949951,1580.949951,3443600
2018-05-07,1589.339966,1606.949951,1587.829956,1600.140015,1600.140015,3801900
2018-05-08,1595.000000,1596.880005,1582.510010,1592.390015,1592.390015,3067900
2018-05-09,1600.000000,1608.000000,1592.000000,1608.000000,1608.000000,3637300
2018-05-10,1608.479980,1615.599976,1603.439941,1609.079956,1609.079956,2817500
2018-05-11,1610.989990,1611.099976,1597.890015,1602.910034,1602.910034,2263900
2018-05-14,1604.000000,1611.180054,1600.050049,1601.540039,1601.540039,2509500
2018-05-15,1587.800049,1587.800049,1565.219971,1576.119995,1576.119995,5077500
2018-05-16,1577.500000,1594.430054,1576.670044,1587.280029,1587.280029,2570600
2018-05-17,1580.560059,1594.040039,1573.000000,1581.760010,1581.760010,2147600
2018-05-18,1581.329956,1583.589966,1572.099976,1574.369995,1574.369995,2642600
2018-05-21,1585.000000,1592.050049,1575.000000,1585.459961,1585.459961,2925200
2018-05-22,1589.890015,1589.890015,1575.250000,1581.400024,1581.400024,2115600
2018-05-23,1571.050049,1601.859985,1566.339966,1601.859985,1601.859985,3361900
2018-05-24,1598.030029,1608.239990,1588.380005,1603.069946,1603.069946,3430000
2018-05-25,1603.000000,1614.119995,1600.449951,1610.150024,1610.150024,2698400
2018-05-29,1600.709961,1621.790039,1600.150024,1612.869995,1612.869995,3846500
2018-05-30,1618.099976,1626.000000,1612.930054,1624.890015,1624.890015,2907400
2018-05-31,1623.000000,1635.000000,1621.349976,1629.619995,1629.619995,3166300
